name;desc;latitude;longitude
Capelsebrug;Metrolijn A/B/C Zone 5311 Dit metrostation is toegankelijk met een rolstoel.;51,92092308;4,556874711
Capelsebrug;Metrolijn A/B/C Zone 5311 Dit metrostation is toegankelijk met een rolstoel.;51,92092308;4,556874711
Capelsebrug Hoog;Buslijn 37, Buslijn 34 Zone 5311 ;51,92092482;4,557121808
Capelsebrug Laag;BOB-buslijn 4 Zone 5300 ;51,92131173;4,558452075
Capelsebrug Laag;Buslijn 37, Buslijn 34 Zone 5311 ;51,92131491;4,558902667
Capelsebrug Metro;Buslijn 95 Zone 5311 ;51,92118386;4,558163692
Capelsebrug Metro;Buslijn 97, Buslijn 98, Buslijn 96 Zone 5311 ;51,92119008;4,557771076
Capelseweg;Buslijn 31 Zone 5321 ;51,94148235;4,575212255
Capelseweg;Buslijn 31 Zone 5321 ;51,94078574;4,57586476
Carnissesingel;Buslijn 73, Buslijn 67, Buslijn 44 Zone 5314 ;51,88596424;4,478892218
Carnissesingel;Buslijn 73, Buslijn 67, Buslijn 44 Zone 5314 ;51,88614645;4,480370178
Catullusweg;Buslijn 70 Zone 5314 ;51,875964;4,524767547
Catullusweg;Buslijn 70 Zone 5314 ;51,87568592;4,524845489
Cellolaan;Buslijn 184 Zone 5328 ;51,85601434;4,525498144
Cellolaan;Buslijn 184 Zone 5328 ;51,85586979;4,525399299
Centrum West;Buslijn 173 Zone 5441 ;52,06114847;4,482921454
Cesar Domelastraat;BOB-buslijn 1 Zone 5300 ;51,98098265;4,590320125
Christiaan de Wetstraat;Buslijn 77 Zone 5314 ;51,89850775;4,506594262
Christiaan de Wetstraat;Buslijn 77 Zone 5314 ;51,89839903;4,506480153
Churchillplein;Tramlijn 12, Tramlijn 8, Tramlijn 23, Tramlijn 25 Zone 5300 Halte is rolstoeltoegankelijk.;51,91697789;4,48153598
Churchillplein;Tramlijn 12, Tramlijn 8, Tramlijn 23, Tramlijn 25 Zone 5300 Halte is rolstoeltoegankelijk.;51,91754353;4,4814519
Claes de Vrieselaan;Buslijn 32, Buslijn 44 Zone 5300 ;51,91427611;4,45898852
Claes de Vrieselaan;Buslijn 32, Buslijn 44 Zone 5300 ;51,91423798;4,458713143
Claes de Vrieselaan;Deze halte is tijdelijk komen te vervallen Zone 5300 ;51,91467775;4,459765122
Claes de Vrieselaan;Deze halte is tijdelijk komen te vervallen Zone 5300 ;51,91419198;4,459717007
Claes de Vrieselaan;Tramlijn 4 Zone 5300 Halte is rolstoeltoegankelijk via deur 1 en 2 van de tram.;51,91329011;4,460476888
Claes de Vrieselaan;Tramlijn 4 Zone 5300 Halte is rolstoeltoegankelijk via deur 1 en 2 van de tram.;51,91308493;4,459536368
Columbusstraat;Buslijn 69 Zone 5316 ;51,8690838;4,423692352
Columbusstraat;Buslijn 69 Zone 5316 ;51,86884126;4,423712065
Coolhaven;BOB-buslijn 3 Zone 5300 ;51,90992809;4,459310852
Coolhaven;BOB-buslijn 3 Zone 5300 ;51,91020383;4,458941817
Coolhaven;Metrolijn A/B/C Zone 5300 Dit metrostation is toegankelijk met een rolstoel.;51,90930154;4,458509916
Coolhaven;Metrolijn A/B/C Zone 5300 Dit metrostation is toegankelijk met een rolstoel.;51,90930154;4,458509916
Cordell Hullplaats;Buslijn 35, BOB-buslijn 5 Zone 5300 ;51,95849686;4,548192217
Cornelis Drebbelweg;Buslijn 40 Zone 5426 ;51,99811792;4,369267845
Cornelis Drebbelweg;Buslijn 40 Zone 5426 ;51,99869855;4,368846909
Cornelis Trompstraat;Buslijn 32, Buslijn 48 Zone 5300 ;51,91359025;4,49342099
Cornelis van Dijckstraat;Buslijn 69 Zone 5316 ;51,88806643;4,38797146
Cornelis van Dijckstraat;Buslijn 69 Zone 5316 ;51,88806643;4,38797146
Crooswijksebocht;Buslijn 39 Zone 5300 ;51,93574921;4,491293195
Crooswijksestraat;Buslijn 39 Zone 5300 ;51,93278153;4,494653182
Crooswijksestraat;Buslijn 39, BOB-buslijn 1 Zone 5300 ;51,93275082;4,494159401
Crooswijksestraat;Tramlijn 7 Zone 5300 ;51,93275082;4,494159401
Crooswijksestraat;Tramlijn 7 Zone 5300 ;51,93278153;4,494653182
Croystraat;Tramlijn 23 Zone 5324 Halte is rolstoeltoegankelijk.;51,88863825;4,568757935
Croystraat;Tramlijn 23, Tramlijn 12 Zone 5324 Halte is rolstoeltoegankelijk.;51,88853061;4,568788947
Da Costasingel;Buslijn 37 Zone 5322 ;51,92443383;4,580855867
Da Costasingel;Buslijn 37 Zone 5322 ;51,92437261;4,581104113
De Akkers;BOB-buslijn 8 Zone 5326 ;51,83185269;4,317923345
De Akkers;Buslijn 53, Buslijn 51, BOB-buslijn 3 Zone 5300 ;51,94444558;4,376535576
De Akkers;Buslijn 53, Buslijn 51, Buslijn 121 Zone 5327 ;51,94423914;4,377616542
De Akkers;Metrolijn A/B/C, Metrolijn D Zone 5336 Dit metrostation is toegankelijk met een rolstoel.;51,83338839;4,320730686
De Akkers;Metrolijn A/B/C, Metrolijn D Zone 5336 Dit metrostation is toegankelijk met een rolstoel.;51,83338839;4,320730686
De Blinkert;Buslijn 37 Zone 5322 ;51,92343036;4,573503225
De Blinkert;Buslijn 37 Zone 5322 ;51,92345521;4,573197481
De Brug;BOB-buslijn 19 Zone 5300 ;52,00195844;4,170705013
De Driesprong;Buslijn 184, Buslijn 182 Zone 5328 ;51,85139001;4,547256899
De Driesprong;Buslijn 184, Buslijn 182, BOB-buslijn 11 Zone 5300 ;51,85086852;4,547237599
De Gaarden;Buslijn 53, Buslijn 51, BOB-buslijn 3 Zone 5300 ;51,94035291;4,384612123
De Gaarden;Buslijn 53, Buslijn 51, Buslijn 121 Zone 5327 ;51,93975437;4,385047244
De Hagen;Buslijn 183, Buslijn 70, Buslijn 76, Buslijn 145 Zone 5324 ;51,88566606;4,552586932
De Hofstee;BOB-buslijn 1 Zone 5300 ;51,96061452;4,557813735
De Hofstee;BOB-buslijn 5 Zone 5300 ;51,96087577;4,557896207
De Kolk;Buslijn 183 Zone 5328 ;51,85337343;4,544316857
De Kolk;Buslijn 183, BOB-buslijn 11 Zone 5300 ;51,85326901;4,544797812
De Kulck;Buslijn 172 Zone 5320 ;51,99269859;4,513626814
De Kulck;Buslijn 172 Zone 5320 ;51,9928766;4,51339038
De Kulck;Buslijn 173 Zone 5320 ;51,99183571;4,51242058
De Kulck;Buslijn 173, BOB-buslijn 17 Zone 5300 ;51,99189396;4,513001847
De Linie;Buslijn 31 Zone 5322 ;51,93420288;4,597839165
De Linie;Buslijn 31, BOB-buslijn 4 Zone 5300 ;51,93462421;4,599009611
De Loper;Tramlijn 24 Zone 5327 Halte is rolstoeltoegankelijk.;51,93200601;4,345756065
De Loper;Tramlijn 24 Zone 5327 Halte is rolstoeltoegankelijk.;51,93201886;4,346191996
De Lugt;Buslijn 33 Zone 5315 ;51,9405302;4,424094058
De Lugt;Buslijn 33, Buslijn 40 Zone 5315 ;51,93999841;4,4239164
De Lugt;Buslijn 40 Zone 5315 ;51,93997762;4,42247705
De Montignyplein;BOB-buslijn 17 Zone 5300 ;51,95811342;4,500827537
De Montignyplein;Tramlijn 4 Zone 5310 ;51,95811342;4,500827537
De Montignyplein;Tramlijn 4 Zone 5310 ;51,95803319;4,500916416
De Riederborgh;Buslijn 143, Buslijn 146, Buslijn 145, Buslijn 245 Zone 5334 ;51,87288703;4,587893274
De Riederborgh;Buslijn 143, Buslijn 146, Buslijn 145, Buslijn 245, BOB-buslijn 16 Zone 5300 ;51,87252101;4,588262808
De Rietplaat;Buslijn 80 Zone 5326 ;51,8514442;4,362773714
De Rietplaat;Buslijn 80 Zone 5326 ;51,85109243;4,36263657
De Ruyterstraat;BOB-buslijn 19 Zone 5300 ;51,98474008;4,128428404
De Tempel;Buslijn 40 Zone 5315 ;51,95279526;4,406141089
De Tempel;Buslijn 40 Zone 5315 ;51,95265183;4,406187866
De Terp;Buslijn 31, BOB-buslijn 4 Zone 5300 ;51,93586242;4,600020347
De Terp;Metrolijn A/B/C Zone 5322 Dit metrostation is toegankelijk met een rolstoel.;51,93576239;4,599847599
De Terp;Metrolijn A/B/C Zone 5322 Dit metrostation is toegankelijk met een rolstoel.;51,93576239;4,599847599
De Tochten;Metrolijn A/B/C Zone 5321 Dit metrostation is toegankelijk met een rolstoel.;51,96878391;4,578283606
De Tochten;Metrolijn A/B/C Zone 5321 Dit metrostation is toegankelijk met een rolstoel.;51,96878391;4,578283606
De Twee Heuvels;Buslijn 70 Zone 5324 ;51,8871575;4,53993608
De Twee Heuvels;Buslijn 70 Zone 5324 ;51,8873729;4,541137695
De Vlinderhoven;Buslijn 53, Buslijn 51, BOB-buslijn 3 Zone 5300 ;51,94335635;4,381592514
De Vlinderhoven;Buslijn 53, Buslijn 51, Buslijn 121 Zone 5327 ;51,94277567;4,382012762
De Wilgenborgh;Buslijn 35 Zone 5310 ;51,95374981;4,475600633
De Wilgenborgh;Buslijn 35 Zone 5310 ;51,95370174;4,476358092
De Zweth;Buslijn 40 Zone 5325 ;51,96356352;4,393260793
De Zweth;Buslijn 40 Zone 5325 ;51,96354456;4,393144805
Delfgauwseplein;BOB-buslijn 10 Zone 5300 ;52,01011906;4,395724288
Delflandseweg;Deze halte is tijdelijk komen te vervallen Zone 5319 ;51,92161988;4,402649622
Delflandseweg;Deze halte is tijdelijk komen te vervallen Zone 5319 ;51,92092665;4,402519439
Delfshaven;Metrolijn A/B/C Zone 5319 Dit metrostation is toegankelijk met een rolstoel.;51,91007201;4,445762509
Delfshaven;Metrolijn A/B/C Zone 5319 Dit metrostation is toegankelijk met een rolstoel.;51,91007201;4,445762509
Delfshaven;Tramlijn 4 Zone 5319 Halte is rolstoeltoegankelijk via deur 1 en 2 van de tram.;51,90996789;4,446229767
Delfshaven;Tramlijn 8 Zone 5319 Halte is rolstoeltoegankelijk via deur 1 en 2 van de tram.;51,90962416;4,445960826
Delfshaven;Tramlijn 8, Tramlijn 4 Zone 5319 Halte is rolstoeltoegankelijk via deur 1 en 2 van de tram.;51,91005101;4,445385074
Delta Albeda;Buslijn 79 Zone 5316 ;51,84587928;4,391940979
Delta Blaak/De Kijvelanden;Buslijn 79 Zone 5316 ;51,84624736;4,388710921
Delta Brink en Aanl.;Buslijn 79 Zone 5316 ;51,8458764;4,401185847
Delta Brink en Aanloop;Buslijn 79 Zone 5316 ;51,84568209;4,401596465
Delta Centrum;Buslijn 79 Zone 5316 ;51,84690972;4,396867264
Delta Centrum;Buslijn 79 Zone 5316 ;51,84692202;4,397258854
Deltaplein;Buslijn 57 Zone 5329 ;51,89962212;4,344079718
Den Haag Centraal;Metrolijn E Zone 5400 Dit metrostation is toegankelijk met een rolstoel.;52,0802705;4,324010337
Den Hamweg;Buslijn 68, Buslijn 71 Zone 5316 ;51,87991487;4,431332364
Den Hamweg;Buslijn 68, Buslijn 71 Zone 5316 ;51,88100801;4,430902456
Diepenbrockstraat;Buslijn 57 Zone 5329 ;51,90306529;4,341093502
Diepenbrockstraat;Buslijn 57 Zone 5329 ;51,90345141;4,342058143
Diergaarde Blijdorp;Buslijn 40 Zone 5300 ;51,92589741;4,454299556
Diergaarde Blijdorp;Buslijn 40 Zone 5300 ;51,92600618;4,454413608
Diergaarde Blijdorp;Buslijn 44 Zone 5300 ;51,9256725;4,455409167
Diergaarde Blijdorp;Buslijn 44 Zone 5300 ;51,92555924;4,455862215
Diergaarde Blijdorp;Deze halte is tijdelijk komen te vervallen Zone 5300 ;51,92626082;4,454786332
Dijkzigt;Buslijn 44, Buslijn 46 Zone 5300 ;51,91238623;4,46670171
Dijkzigt;Buslijn 44, Buslijn 46 Zone 5300 ;51,91184255;4,467294214
Dijkzigt;Metrolijn A/B/C Zone 5300 Dit metrostation is toegankelijk met een rolstoel.;51,9121711;4,466778788
Dijkzigt;Metrolijn A/B/C Zone 5300 Dit metrostation is toegankelijk met een rolstoel.;51,9121711;4,466778788
Dillenburgplein;Buslijn 144 Zone 5334 ;51,88508881;4,604525864
Dillenburgplein;Buslijn 144, Buslijn 140 Zone 5334 ;51,88551673;4,603995501
Dillenburgsingel;Buslijn 56 Zone 5329 ;51,92455604;4,346975546
Dillenburgsingel;Buslijn 56, Buslijn 57, BOB-buslijn 2 Zone 5300 ;51,92498585;4,345773422
Dillenburgsingel;Buslijn 57, BOB-buslijn 2 Zone 5300 ;51,92402526;4,345911996
Dirk de Derdelaan;Buslijn 56 Zone 5329 ;51,91361687;4,316981353
Dirk de Derdelaan;Buslijn 56, BOB-buslijn 2 Zone 5300 ;51,91299001;4,316255003
Dodewaardstraat;Buslijn 72 Zone 5314 ;51,89035647;4,460063347
Doenpad;Buslijn 40 Zone 5315 ;51,94806007;4,413939417
Doenpad;Buslijn 40 Zone 5315 ;51,94800482;4,413780608
Dokhaven;Buslijn 72 Zone 5314 ;51,89488208;4,461742542
Dokhaven;Buslijn 72 Zone 5314 ;51,89412353;4,462440993
Dokwerkerstraat;Buslijn 290 Zone 5334 ;51,8749687;4,621053744
Dokwerkerstraat;Buslijn 290 Zone 5334 ;51,87509235;4,622097229
Donckselaan;Buslijn 140 Zone 5324 ;51,88342286;4,589376424
Donckselaan;Buslijn 140, BOB-buslijn 16 Zone 5300 ;51,88344775;4,589070961
Donk;Buslijn 187 Zone 5328 ;51,86285902;4,550948287
Donk;Buslijn 187 Zone 5328 ;51,86286966;4,551180381
Donkersingel;BOB-buslijn 10 Zone 5300 ;51,95110939;4,470111878
Donkersingel;Tramlijn 25 Zone 5310 Halte is rolstoeltoegankelijk.;51,95118993;4,470066591
Donkersingel;Tramlijn 25 Zone 5310 ;51,95089449;4,470218096
Donkerslootweg;Buslijn 290 Zone 5334 ;51,87458604;4,610691603
Donkerslootweg;Buslijn 290 Zone 5334 ;51,87477699;4,6083067
Doormanstraat;Buslijn 34 Zone 5311 ;51,91217543;4,564303402
Dordrecht Centrum;Buslijn 144 Zone 5360 ;51,8111473;4,667629706
Dordrecht Centrum;Buslijn 144 Zone 5360 ;51,81063926;4,668333875
Dorpsstraat;Buslijn 174 Zone 5320 ;51,98866019;4,500078229
Dorpsstraat;Buslijn 174, BOB-buslijn 10, BOB-buslijn 17 Zone 5300 ;51,98887698;4,500219531
Dorpsstraat;Buslijn 184 Zone 5328 ;51,85905026;4,526412671
Dorpsstraat;Buslijn 184 Zone 5328 ;51,85899676;4,526471762
Dorpsweg;Deze halte is tijdelijk komen te vervallen Zone 5314 ;51,891391;4,472782721
Dorpsweg;Deze halte is tijdelijk komen te vervallen Zone 5314 ;51,89111319;4,469432518
Dorpsweg;Tramlijn 2 Zone 5314 ;51,891258;4,473017866
Dorpsweg;Tramlijn 2 Zone 5314 ;51,8914174;4,472709546
Dotterlei;Buslijn 37 Zone 5321 ;51,93519395;4,566673694
Dotterlei;Buslijn 37 Zone 5321 ;51,93517587;4,566659483
Dotterlei;Buslijn 37 Zone 5321 ;51,93569552;4,566417321
Dotterlei;Buslijn 37 Zone 5321 ;51,9357135;4,566416993
Dr Colijnstraat;Buslijn 143, Buslijn 144, Buslijn 145, Buslijn 245 Zone 5334 ;51,87394294;4,596485918
Dr Colijnstraat;Buslijn 143, Buslijn 144, Buslijn 145, Buslijn 245 Zone 5334 ;51,87351574;4,597117855
Dreef;BOB-buslijn 8 Zone 5326 ;51,83763747;4,323401586
Droogbloem;Buslijn 35 Zone 5321 ;51,95694203;4,531999493
Droogbloem;Buslijn 35, BOB-buslijn 1 Zone 5300 ;51,95717665;4,532125961
Drutenstraat;Buslijn 72 Zone 5314 ;51,8818337;4,455344247
Duifhuisweg;BOB-buslijn 7 Zone 5300 ;51,85622254;4,37999758
Duikerlaan;Buslijn 31 Zone 5322 ;51,93321404;4,595151932
Duikerlaan;Buslijn 31, BOB-buslijn 4 Zone 5300 ;51,93323319;4,595326086
Duikersloot;BOB-buslijn 10 Zone 5300 ;52,00879048;4,445175194
Duikerstraat;Buslijn 36 Zone 5321 ;51,94458609;4,546183186
Duikerstraat;Buslijn 36, BOB-buslijn 5 Zone 5300 ;51,94458806;4,546459498
Dumasstraat;Buslijn 70 Zone 5314 ;51,87420934;4,522071053
Dumasstraat;Buslijn 70 Zone 5314 ;51,87437913;4,523156938
Dwarsdijk;Deze halte is tijdelijk komen te vervallen Zone 5324 ;51,89222271;4,541816424
Dwarsdijk;Deze halte is tijdelijk komen te vervallen Zone 5324 ;51,89238301;4,540360632
Dwarsdijk;Tramlijn 23 Zone 5324 Halte is rolstoeltoegankelijk.;51,89341769;4,539251537
Dwarsdijk;Tramlijn 23, Tramlijn 12 Zone 5324 Halte is rolstoeltoegankelijk.;51,89319133;4,539023357
Edelgasstraat;Buslijn 170 Zone 5441 ;52,03748993;4,504153958
Edelgasstraat;Buslijn 170 Zone 5441 ;52,0377419;4,504192714
Edisonlaan;Buslijn 173 Zone 5330 ;52,01173623;4,541908028
Edisonlaan;Buslijn 173 Zone 5330 ;52,01215863;4,543152789
Edisonlaan;Buslijn 173, BOB-buslijn 17 Zone 5300 ;52,01182599;4,541891769
Edisonstraat;BOB-buslijn 19 Zone 5300 ;51,99756189;4,173227153
Eekhoutstraat;Buslijn 72 Zone 5314 ;51,89636385;4,452485989
Eekhoutstraat;Buslijn 72 Zone 5314 ;51,89658955;4,451478776
Eemhavenweg;Buslijn 68 Zone 5316 ;51,88998615;4,422997598
Eemhavenweg;Buslijn 68 Zone 5316 ;51,89039956;4,422988734
Eendendreef;Buslijn 173 Zone 5330 ;52,00607311;4,539364068
Eendendreef;Buslijn 173, BOB-buslijn 17 Zone 5300 ;52,00542529;4,539274371
Eendrachtsplein;Buslijn 32, Buslijn 46 Zone 5300 ;51,91598467;4,472834679
Eendrachtsplein;Buslijn 32, Buslijn 46, BOB-buslijn 11 Zone 5300 ;51,91611721;4,472541271
Eendrachtsplein;Metrolijn A/B/C Zone 5300 Dit metrostation is toegankelijk met een rolstoel.;51,91590615;4,473141523
Eendrachtsplein;Metrolijn A/B/C Zone 5300 Dit metrostation is toegankelijk met een rolstoel.;51,91590615;4,473141523
Eendrachtsplein;Tramlijn 4 Zone 5300 ;51,91731434;4,47274948
Eendrachtsplein;Tramlijn 4 Zone 5300 ;51,91693472;4,472481024
Eendrachtsplein;Tramlijn 7, Tramlijn 20 Zone 5300 Halte is rolstoeltoegankelijk.;51,91676074;4,47322589
Eendrachtsplein;Tramlijn 7, Tramlijn 20 Zone 5300 Halte is rolstoeltoegankelijk.;51,91652809;4,473361444
Eerste Heulbrugstraat;BOB-buslijn 8 Zone 5326 ;51,85029511;4,325511949
Eewoutstraat;Buslijn 69 Zone 5316 ;51,8901726;4,387241878
Eewoutstraat;Buslijn 69 Zone 5316 ;51,8901726;4,387241878
Einthovendreef;Buslijn 126, Buslijn 226 Zone 5349 ;51,9351118;4,22177086
Els;Buslijn 97 Zone 5322 ;51,91839349;4,619790204
Els;Buslijn 98 Zone 5322 ;51,91848327;4,619774135
Erasmus MC;Buslijn 44, Buslijn 46, BOB-buslijn 11 Zone 5300 ;51,91114991;4,463791166
Erasmus MC/'s-Gravendijkwal;Buslijn 44, Buslijn 46 Zone 5300 ;51,91141282;4,464076445
Erasmus Universiteit;Tramlijn 7 Zone 5311 ;51,91670542;4,522939202
Erasmusplein;Buslijn 56 Zone 5329 ;51,91033067;4,317393888
Erasmusplein;Buslijn 56, BOB-buslijn 2 Zone 5300 ;51,91027477;4,317177209
Erasmussingel;Buslijn 35, Buslijn 174 Zone 5310 ;51,94660137;4,474131231
Erasmussingel;Buslijn 35, Buslijn 174, BOB-buslijn 10 Zone 5300 ;51,94681831;4,47428682
Essenlaan;Tramlijn 7 Zone 5300 ;51,92385456;4,51970509
Essenlaan;Tramlijn 7 Zone 5300 ;51,92373891;4,51986724
Eudokiaplein;BOB-buslijn 10 Zone 5300 ;51,93266252;4,472160749
Eudokiaplein;BOB-buslijn 17, BOB-buslijn 10 Zone 5300 ;51,93266252;4,472160749
Eudokiaplein;Tramlijn 4 Zone 5300 ;51,93324359;4,472905049
Eudokiaplein;Tramlijn 4 Zone 5300 ;51,9329205;4,47296979
Euromast / Erasmus MC;Tramlijn 8 Zone 5300 Halte is rolstoeltoegankelijk.;51,90837015;4,46694382
Euromast / Erasmus MC;Tramlijn 8 Zone 5300 Halte is rolstoeltoegankelijk.;51,90830894;4,46716307
Evertsenstraat;Buslijn 183 Zone 5328 ;51,86077612;4,536280672
Evertsenstraat;Buslijn 183, BOB-buslijn 11 Zone 5300 ;51,86077612;4,536280672
Fascinatio;Buslijn 95 Zone 5311 ;51,91480489;4,547191146
Fidelio;Buslijn 97 Zone 5322 ;51,90973296;4,602774252
Fidelio;Buslijn 98 Zone 5322 ;51,90985889;4,602786588
Fideliolaan;Buslijn 78 Zone 5326 ;51,87093492;4,365147109
Fideliolaan;Buslijn 78 Zone 5326 ;51,87082771;4,36522215
Floreslaan;Buslijn 126 Zone 5329 ;51,91642583;4,333383696
Floreslaan;Buslijn 126 Zone 5329 ;51,91658968;4,333612429
Fokkerstraat;Buslijn 173 Zone 5441 ;52,04951631;4,510127307
Fokkerstraat;Buslijn 173 Zone 5441 ;52,04933236;4,510772377
Fokkerstraat;Buslijn 53 Zone 5327 ;51,92834157;4,403491002
Fokkerstraat;Buslijn 53, BOB-buslijn 3 Zone 5300 ;51,92862102;4,403586661
Fonteinbos;Buslijn 170 Zone 5441 ;52,05844922;4,480234622
Fonteinbos;Buslijn 170 Zone 5441 ;52,05820129;4,480720843
Forepark;Metrolijn E Zone 5411 Dit metrostation is toegankelijk met een rolstoel.;52,07002248;4,392865425
Forepark;Metrolijn E Zone 5411 Dit metrostation is toegankelijk met een rolstoel.;52,069346;4,393653492
Frans Bekkerstraat;Deze halte is tijdelijk komen te vervallen Zone 5314 ;51,89111319;4,469432518
Frans Bekkerstraat;Deze halte is tijdelijk komen te vervallen Zone 5314 ;51,8906761;4,469862731
Frans Bekkerstraat;Tramlijn 2 Zone 5314 ;51,89093378;4,469479761
Frans Bekkerstraat;Tramlijn 2 Zone 5314 ;51,89074289;4,469207636
Franselaan;Buslijn 38 Zone 5319 ;51,91721079;4,421599475
Franselaan;Buslijn 38, BOB-buslijn 3 Zone 5300 ;51,91737751;4,420011459
Freesiastraat;Buslijn 172 Zone 5320 ;51,98328119;4,463383693
Freesiastraat;Buslijn 172 Zone 5320 ;51,98328119;4,463383693
Fresia;Buslijn 97 Zone 5322 ;51,92343905;4,623004089
Fresia;Buslijn 98 Zone 5322 ;51,92329535;4,623021071
Fuutstraat;Buslijn 67 Zone 5314 ;51,88564813;4,471751944
Fuutstraat;Buslijn 67 Zone 5314 ;51,88547443;4,471377812
G.A. Soetemanweg;Buslijn 69 Zone 5316 ;51,88776716;4,388718964
G.A. Soetemanweg;Buslijn 69 Zone 5316 ;51,88773195;4,388806905
G.H. Betzweg;Buslijn 30, Buslijn 36, Buslijn 31, Buslijn 37 Zone 5321 ;51,95209648;4,555716311
G.H. Betzweg;Buslijn 30, Buslijn 36, Buslijn 31, Buslijn 37 Zone 5321 ;51,95208811;4,555803748
Gaarde;BOB-buslijn 8 Zone 5300 ;51,87063876;4,355947464
Gaesbeekstraat;Deze halte is tijdelijk komen te vervallen Zone 5314 ;51,89535269;4,491139269
Galgkade;Buslijn 57 Zone 5329 ;51,90188123;4,344405111
Galgkade;Buslijn 57 Zone 5329 ;51,90211338;4,345242541
Galvanistraat;BOB-buslijn 3 Zone 5300 ;51,91146513;4,430167267
Garage Sluisjesdijk;Buslijn 73, Buslijn 46 Zone 5314 ;51,89448126;4,461067947
Gatwickbaan;Buslijn 33 Zone 5315 ;51,94859005;4,431426988
Gatwickbaan;Buslijn 33 Zone 5315 ;51,94855907;4,430933078
Geerlaan;Buslijn 143 Zone 5334 ;51,8661836;4,597507921
Geerlaan;Buslijn 145 Zone 5334 ;51,86564865;4,596820392
Geertruida Bosboom Toussaintlaan;BOB-buslijn 8 Zone 5326 ;51,83261356;4,368076942
Gemeentewerf;Buslijn 172 Zone 5320 ;51,99445892;4,472050152
Gemeentwerf;Buslijn 172 Zone 5320 ;51,99445892;4,472050152
Gerard Sannehof;Buslijn 33 Zone 5315 ;51,93114106;4,435636986
Gerard Sannehof;Buslijn 33 Zone 5315 ;51,93107845;4,436787011
Gerberasingel;Buslijn 172 Zone 5320 ;51,98027392;4,46159697
Gerberasingel;Buslijn 172 Zone 5320 ;51,98015628;4,461497503
Gerdesiaweg;Metrolijn A/B/C Zone 5300 Dit metrostation is toegankelijk met een rolstoel.;51,92597182;4,50586698
Gerdesiaweg;Metrolijn A/B/C Zone 5300 Dit metrostation is toegankelijk met een rolstoel.;51,92597182;4,50586698
Gilze-Rijenstraat;Buslijn 50 Zone 5310 ;51,95372005;4,451219169
Gilze-Rijenstraat;Buslijn 50 Zone 5310 ;51,95347878;4,451398773
Gouden Regen;Buslijn 97 Zone 5322 ;51,91928475;4,603654138
Gouden Regen;Buslijn 98 Zone 5322 ;51,91964146;4,604578254
Gouden Rijderplein;BOB-buslijn 10 Zone 5300 ;52,00435472;4,391162084
Goudenregenplantsoen;Buslijn 146 Zone 5334 ;51,87103913;4,583177787
Goudenregenplantsoen;Buslijn 146 Zone 5334 ;51,87174061;4,584544753
Goudenregenstraat;Buslijn 37 Zone 5321 ;51,93588439;4,576796725
Goudenregenstraat;Buslijn 37 Zone 5321 ;51,93600303;4,577056338
Goudmos;BOB-buslijn 1 Zone 5300 ;51,97456174;4,610009722
Govert Terlouwstraat;BOB-buslijn 4 Zone 5300 ;51,92855392;4,549202227
Graskruid;Buslijn 35 Zone 5321 ;51,95692275;4,549298241
Graskruid;Buslijn 35, BOB-buslijn 5 Zone 5300 ;51,95630179;4,549193445
Graskruid;Metrolijn A/B/C Zone 5321 Dit metrostation is toegankelijk met een rolstoel.;51,95746365;4,549520925
Graskruid;Metrolijn A/B/C Zone 5321 Dit metrostation is toegankelijk met een rolstoel.;51,95746365;4,549520925
Grindweg;Buslijn 35, Buslijn 174 Zone 5310 ;51,96300908;4,495652641
Grindweg;Buslijn 35, Buslijn 174, BOB-buslijn 10, BOB-buslijn 17 Zone 5300 ;51,96309151;4,495854714
Groendalseweg;Buslijn 170 Zone 5330 ;52,0278588;4,50357153
Groendalseweg;Buslijn 170 Zone 5330 ;52,02753406;4,503417648
Groene Hilledijk;Buslijn 76 Zone 5314 ;51,88347701;4,505189111
Groene Hilledijk;Buslijn 76 Zone 5314 ;51,88330353;4,50482939
Groene Hilledijk;Tramlijn 25 Zone 5314 Halte is rolstoeltoegankelijk.;51,88325037;4,504932107
Groene Hilledijk;Tramlijn 25 Zone 5314 Halte is rolstoeltoegankelijk.;51,88353061;4,505144485
Groene Tuin;Tramlijn 2 Zone 5324 ;51,88947408;4,552138568
Groene Wetering;Tramlijn 7 Zone 5311 ;51,92012308;4,524428904
Groene Wetering;Tramlijn 7 Zone 5311 ;51,91929132;4,523776194
Groenendijk;Buslijn 290 Zone 5334 ;51,87260583;4,613005618
Groenendijk;Buslijn 290 Zone 5334 ;51,87270947;4,612364897
Groeneweg;BOB-buslijn 19 Zone 5300 ;51,96965833;4,204835678
Groenteveiling;Buslijn 173 Zone 5330 ;52,02734796;4,53797055
Grote Hagen;Buslijn 183, Buslijn 145, BOB-buslijn 16 Zone 5300 ;51,88808639;4,552919705
Grote Hagen;Buslijn 183, Buslijn 70, Buslijn 76, Buslijn 145 Zone 5324 ;51,88750158;4,552843396
Grote Hagen;Tramlijn 2, Tramlijn 23 Zone 5324 Halte is rolstoeltoegankelijk.;51,88743587;4,553716185
Grote Hagen;Tramlijn 2, Tramlijn 23, Tramlijn 12 Zone 5324 Halte is rolstoeltoegankelijk.;51,88717502;4,553691967
Gruttostraat;Buslijn 173 Zone 5330 ;52,00849586;4,541284569
